SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
EAST UTTAR PRADESH,1925,5.2,0.0,0.4,16.7,20.9,140.8,443.9,236.3,233.1,6.0,10.9,0.0,1114.1,5.2,37.9,1054.1,16.9
EAST UTTAR PRADESH,1926,11.3,2.5,44.6,14.0,19.0,18.7,365.5,259.8,225.2,26.8,0.5,1.5,989.5,13.8,77.6,869.3,28.8
EAST UTTAR PRADESH,1927,6.4,21.3,15.5,1.6,29.7,67.8,280.5,306.3,151.8,73.4,72.9,3.9,1031.2,27.7,46.9,806.4,150.2
EAST UTTAR PRADESH,1928,24.9,84.3,0.7,12.7,11.7,118.4,290.8,112.1,65.2,68.6,0.3,15.1,804.8,109.2,25.1,586.5,84.0
EAST UTTAR PRADESH,1929,42.4,1.4,13.0,1.7,6.6,163.7,286.7,354.6,48.5,53.3,0.0,43.0,1014.8,43.8,21.2,853.5,96.3
EAST UTTAR PRADESH,1930,11.3,16.8,5.2,3.5,6.1,54.2,367.0,265.0,284.8,38.6,3.5,13.4,1069.5,28.1,14.8,971.1,55.6
EAST UTTAR PRADESH,1931,0.5,27.4,1.8,0.2,8.6,36.8,297.0,240.2,332.0,102.3,0.2,0.1,1047.1,27.9,10.6,905.9,102.7
EAST UTTAR PRADESH,1932,0.0,5.5,2.2,1.4,7.6,89.4,170.1,287.4,125.7,16.8,29.5,2.9,738.5,5.5,11.2,672.6,49.2
EAST UTTAR PRADESH,1933,14.8,18.5,2.9,37.0,46.8,128.0,223.7,247.3,158.1,100.5,0.0,0.0,977.5,33.3,86.6,757.1,100.5
EAST UTTAR PRADESH,1934,33.7,1.6,12.5,1.0,1.5,148.7,360.7,257.3,236.4,9.5,1.5,3.9,1068.4,35.3,15.0,1003.1,14.9
EAST UTTAR PRADESH,1935,19.9,18.0,0.0,10.8,0.2,73.9,259.0,325.3,198.1,0.0,0.0,14.6,919.8,37.9,11.1,856.2,14.6
EAST UTTAR PRADESH,1936,6.3,31.1,4.1,4.6,24.2,219.5,598.8,354.2,252.5,28.4,3.3,18.4,1545.5,37.4,32.8,1425.1,50.1
EAST UTTAR PRADESH,1937,0.0,58.3,1.4,6.0,21.2,94.9,313.5,363.9,102.2,70.5,0.1,3.3,1035.3,58.3,28.6,874.6,73.9
EAST UTTAR PRADESH,1938,24.5,11.5,0.0,1.7,37.4,285.7,376.8,378.9,224.2,33.1,0.3,0.0,1374.2,36.0,39.1,1265.6,33.4
EAST UTTAR PRADESH,1939,14.0,21.0,4.3,1.1,2.5,146.8,284.4,227.6,222.6,20.7,0.0,0.0,945.0,35.0,7.9,881.5,20.7
EAST UTTAR PRADESH,1940,8.3,20.9,31.5,5.0,10.5,66.2,256.7,315.2,121.0,5.9,0.0,25.8,866.8,29.2,46.9,759.1,31.7
EAST UTTAR PRADESH,1941,19.0,5.6,0.4,0.2,19.1,138.3,142.8,297.5,171.0,4.0,0.2,0.0,798.2,24.6,19.7,749.7,4.2
EAST UTTAR PRADESH,1942,56.2,55.8,7.9,4.7,4.9,99.6,277.8,312.4,203.0,0.2,0.0,6.2,1028.6,111.9,17.5,892.8,6.4
EAST UTTAR PRADESH,1943,24.3,7.3,0.1,20.7,15.6,75.4,231.3,444.4,266.5,15.4,0.0,0.0,1101.1,31.6,36.5,1017.5,15.4
EAST UTTAR PRADESH,1944,19.2,41.6,63.7,12.4,6.3,105.9,278.4,304.7,178.5,47.5,0.0,3.2,1061.5,60.8,82.3,867.5,50.8
EAST UTTAR PRADESH,1945,46.5,1.8,1.7,14.9,12.0,70.3,239.3,211.5,267.9,108.9,0.0,5.7,980.4,48.3,28.5,789.0,114.6
EAST UTTAR PRADESH,1946,0.0,25.7,0.5,26.9,35.0,88.2,395.5,219.5,142.6,92.5,10.5,2.0,1038.9,25.7,62.4,845.8,105.0
EAST UTTAR PRADESH,1947,17.3,7.3,11.3,0.7,14.5,88.0,419.4,229.5,189.0,27.7,0.0,1.6,1006.3,24.6,26.5,925.9,29.3
EAST UTTAR PRADESH,1948,28.3,9.9,0.5,0.7,14.0,100.2,420.4,391.7,275.5,66.8,15.1,0.0,1323.1,38.2,15.3,1187.8,81.9
EAST UTTAR PRADESH,1949,3.8,41.3,1.2,3.8,28.5,52.7,287.8,352.4,272.4,86.7,0.5,0.0,1131.0,45.1,33.5,965.2,87.2
EAST UTTAR PRADESH,1950,28.8,7.5,19.8,0.2,10.6,147.1,250.9,366.8,91.2,3.3,0.1,25.1,951.4,36.3,30.6,856.0,28.6
EAST UTTAR PRADESH,1951,27.4,10.9,21.6,6.1,2.5,114.4,139.2,247.4,168.3,12.7,2.0,0.1,752.5,38.3,30.2,669.3,14.8
EAST UTTAR PRADESH,1952,2.8,12.8,33.7,2.7,9.4,244.8,161.9,350.1,110.8,4.4,0.0,2.6,935.9,15.6,45.8,867.5,7.1
EAST UTTAR PRADESH,1953,32.4,6.3,1.3,3.4,14.9,138.4,497.5,323.7,243.6,3.6,0.0,1.7,1266.9,38.7,19.6,1203.3,5.3
EAST UTTAR PRADESH,1954,36.5,32.1,1.7,0.0,3.6,65.2,309.9,300.4,186.5,33.6,0.0,0.2,969.7,68.6,5.2,862.0,33.8
EAST UTTAR PRADESH,1955,34.4,9.6,1.2,1.9,4.5,202.1,529.9,310.8,230.7,99.1,0.0,0.1,1424.3,44.0,7.6,1273.6,99.2
EAST UTTAR PRADESH,1956,21.5,5.7,12.3,1.2,39.7,165.2,220.3,281.1,292.3,167.2,38.9,8.7,1254.1,27.2,53.1,959.0,214.9
EAST UTTAR PRADESH,1957,44.2,0.4,18.0,1.0,1.0,56.4,367.3,293.5,163.3,5.1,0.1,5.4,955.7,44.6,20.0,880.5,10.5
EAST UTTAR PRADESH,1958,14.6,3.2,5.8,4.4,1.3,52.6,247.3,388.5,184.4,111.9,0.0,2.9,1016.9,17.8,11.5,872.8,114.8
EAST UTTAR PRADESH,1959,53.2,4.2,4.8,4.1,36.0,44.4,234.1,274.6,85.9,125.9,2.0,0.0,869.2,57.4,44.9,639.0,127.9
EAST UTTAR PRADESH,1960,9.6,0.1,36.3,2.9,5.9,75.2,411.0,317.2,174.5,136.7,0.6,0.0,1170.0,9.7,45.1,977.8,137.4
EAST UTTAR PRADESH,1961,24.7,25.6,0.0,1.6,6.6,92.7,285.1,407.0,154.8,203.5,0.6,11.9,1214.3,50.3,8.3,939.6,216.0
EAST UTTAR PRADESH,1962,28.6,17.0,9.2,4.8,3.2,81.7,226.3,428.1,265.4,2.3,0.0,5.4,1072.0,45.6,17.2,1001.4,7.7
EAST UTTAR PRADESH,1963,14.8,2.4,10.0,8.6,19.4,99.9,320.8,339.9,146.1,24.9,8.0,1.7,996.3,17.1,38.0,906.7,34.5
EAST UTTAR PRADESH,1964,1.6,6.6,0.2,3.7,43.4,82.9,398.7,179.9,292.2,18.3,0.8,8.5,1036.6,8.2,47.3,953.6,27.6
EAST UTTAR PRADESH,1965,2.1,0.7,9.9,19.3,2.7,21.4,204.5,213.6,161.7,47.9,0.5,1.2,685.5,2.8,32.0,601.1,49.6
EAST UTTAR PRADESH,1966,13.5,8.8,0.2,0.0,8.4,185.7,149.3,274.3,23.1,15.0,18.3,11.1,707.8,22.3,8.6,632.5,44.4
EAST UTTAR PRADESH,1967,2.1,0.1,30.5,9.2,8.1,81.0,264.7,443.3,155.9,2.7,0.7,31.0,1029.4,2.2,47.8,945.0,34.4
EAST UTTAR PRADESH,1968,28.8,5.5,4.5,2.6,1.7,95.1,311.3,251.1,104.1,32.9,0.0,2.3,840.0,34.3,8.8,761.8,35.2
EAST UTTAR PRADESH,1969,2.8,2.6,2.9,7.0,37.3,59.2,370.1,322.2,200.5,6.8,13.3,0.0,1024.6,5.4,47.2,952.0,20.0
EAST UTTAR PRADESH,1970,31.3,41.3,8.4,2.1,30.3,178.1,197.9,226.1,365.5,51.2,0.1,0.0,1132.3,72.6,40.8,967.5,51.4
EAST UTTAR PRADESH,1971,15.7,11.6,7.1,39.6,54.5,202.5,295.3,386.7,221.8,75.8,0.5,0.0,1311.1,27.3,101.3,1106.3,76.3
EAST UTTAR PRADESH,1972,9.7,23.4,3.0,1.1,1.0,26.9,185.8,208.3,167.8,24.6,14.8,0.4,666.9,33.1,5.1,588.9,39.7
EAST UTTAR PRADESH,1973,11.7,18.3,0.7,0.0,17.9,119.7,245.1,257.8,174.5,109.7,0.1,0.1,955.7,30.0,18.7,797.0,110.0
EAST UTTAR PRADESH,1974,0.5,3.2,4.9,0.2,7.0,53.3,375.6,257.4,126.6,38.2,1.5,13.7,882.2,3.7,12.1,813.0,53.4
EAST UTTAR PRADESH,1975,13.5,7.6,13.1,0.8,8.0,234.9,405.9,312.5,188.9,40.3,0.0,0.0,1225.5,21.1,21.9,1142.2,40.3
EAST UTTAR PRADESH,1976,6.1,3.5,0.2,5.7,23.4,61.4,254.0,309.3,254.8,4.8,0.3,0.1,923.5,9.5,29.4,879.5,5.2
EAST UTTAR PRADESH,1977,10.3,3.7,0.1,9.8,30.9,57.9,397.2,193.5,128.5,66.4,0.7,15.1,914.1,14.1,40.8,777.1,82.2
EAST UTTAR PRADESH,1978,27.9,27.2,31.6,9.6,6.5,187.1,327.2,262.6,219.1,12.2,1.6,3.9,1116.3,55.0,47.8,995.9,17.6
EAST UTTAR PRADESH,1979,27.6,30.6,2.3,6.8,12.0,85.2,320.6,118.1,31.6,18.5,33.6,9.6,696.5,58.2,21.1,555.5,61.7
EAST UTTAR PRADESH,1980,3.0,4.2,8.9,0.3,15.5,153.4,553.1,449.7,269.8,19.8,0.2,10.7,1488.5,7.1,24.7,1426.0,30.7
EAST UTTAR PRADESH,1981,19.6,3.7,11.8,4.8,29.2,80.0,436.0,216.8,293.0,1.4,10.9,3.1,1110.1,23.3,45.8,1025.7,15.4
EAST UTTAR PRADESH,1982,34.7,9.9,40.3,11.1,44.9,120.1,215.2,316.6,281.9,10.4,20.5,5.0,1110.6,44.6,96.3,933.8,35.9
EAST UTTAR PRADESH,1983,20.0,1.6,0.7,24.9,45.9,104.2,271.0,242.5,364.2,110.4,0.0,19.6,1204.8,21.6,71.5,981.9,129.9
EAST UTTAR PRADESH,1984,24.0,23.5,1.4,9.4,10.7,286.9,329.7,203.7,164.1,18.5,0.0,4.7,1076.7,47.5,21.6,984.4,23.3
EAST UTTAR PRADESH,1985,20.8,0.0,0.5,2.2,10.4,69.7,351.8,215.7,333.3,158.3,0.0,13.2,1175.9,20.8,13.1,970.5,171.6
EAST UTTAR PRADESH,1986,7.1,36.5,0.9,5.6,26.0,116.9,301.0,245.3,121.2,31.6,1.0,42.5,935.3,43.5,32.4,784.4,75.0
EAST UTTAR PRADESH,1987,11.1,6.4,2.6,6.4,22.2,20.7,215.9,167.6,289.5,78.7,0.0,3.5,824.7,17.5,31.3,693.7,82.2
EAST UTTAR PRADESH,1988,2.3,11.1,17.4,14.0,17.4,107.0,375.4,365.0,102.3,54.7,0.0,18.5,1085.1,13.4,48.8,949.7,73.2
EAST UTTAR PRADESH,1989,14.5,4.3,9.3,0.0,7.3,138.4,370.7,194.7,207.4,7.9,1.8,13.6,969.9,18.8,16.6,911.3,23.2
EAST UTTAR PRADESH,1990,0.0,42.6,9.5,1.8,42.3,135.7,488.8,212.2,153.9,12.0,0.0,7.4,1106.1,42.6,53.6,990.6,19.3
EAST UTTAR PRADESH,1991,8.6,10.9,7.9,3.9,4.1,98.2,123.0,395.9,201.6,0.2,2.7,18.3,875.2,19.5,15.9,818.7,21.1
EAST UTTAR PRADESH,1992,9.0,8.7,0.3,1.2,14.0,51.4,243.3,233.2,191.1,103.9,7.3,0.0,863.4,17.7,15.5,719.0,111.2
EAST UTTAR PRADESH,1993,1.7,5.1,23.2,8.9,33.9,162.5,142.6,206.6,240.7,7.8,0.5,0.3,834.0,6.8,66.1,752.4,8.6
EAST UTTAR PRADESH,1994,22.2,24.7,0.1,9.5,7.6,127.5,230.8,300.1,177.5,10.0,0.3,0.0,910.2,46.9,17.3,835.8,10.2
EAST UTTAR PRADESH,1995,19.2,23.1,1.9,2.0,2.1,133.8,173.0,290.4,187.2,2.4,16.7,8.4,860.5,42.3,6.1,784.5,27.6
EAST UTTAR PRADESH,1996,55.6,39.6,0.6,2.5,1.2,145.1,201.0,337.9,147.1,79.8,0.0,0.0,1010.3,95.2,4.3,831.0,79.8
EAST UTTAR PRADESH,1997,6.0,0.4,0.6,13.3,15.8,69.5,291.3,41.5,32.1,8.1,4.1,10.8,493.3,6.4,29.7,434.3,23.0
EAST UTTAR PRADESH,1998,9.5,8.6,14.2,6.6,20.1,55.4,218.3,247.0,63.8,14.5,3.0,0.0,661.0,18.1,41.0,584.4,17.5
EAST UTTAR PRADESH,1999,8.7,6.8,0.0,0.2,23.6,112.6,254.2,261.5,211.1,71.0,1.0,2.0,952.8,15.5,23.8,839.4,74.1
EAST UTTAR PRADESH,2000,2.6,5.3,2.9,10.5,38.6,199.1,240.9,204.7,222.7,1.3,18.1,0.2,946.8,7.9,52.0,867.4,19.5
EAST UTTAR PRADESH,2001,1.1,1.4,1.3,4.2,26.7,229.0,294.0,185.9,152.1,75.3,2.8,0.0,973.8,2.6,32.2,860.9,78.1
EAST UTTAR PRADESH,2002,15.0,26.1,0.6,2.5,29.2,50.6,101.7,212.1,226.7,20.6,1.4,2.7,689.1,41.1,32.2,591.1,24.7
EAST UTTAR PRADESH,2003,13.8,36.9,2.6,8.8,2.0,124.9,255.2,301.4,333.8,7.6,0.0,9.3,1096.4,50.7,13.4,1015.3,16.9
EAST UTTAR PRADESH,2004,22.8,1.8,0.0,8.7,25.8,161.0,219.5,147.6,126.5,33.0,0.1,0.1,746.9,24.6,34.5,654.6,33.2
EAST UTTAR PRADESH,2005,14.0,14.0,10.3,0.9,8.0,57.5,290.3,227.3,119.7,25.2,0.0,2.9,770.3,28.0,19.2,694.8,28.2
EAST UTTAR PRADESH,2006,0.0,0.0,10.7,7.8,27.1,107.4,269.1,146.7,51.5,9.1,1.2,1.5,632.1,0.0,45.6,574.8,11.8
EAST UTTAR PRADESH,2007,0.1,46.6,25.8,3.2,28.3,64.5,265.2,180.4,111.5,14.6,0.0,1.1,741.2,46.7,57.2,621.6,15.7
EAST UTTAR PRADESH,2008,3.1,2.4,0.2,3.0,16.1,223.7,341.6,239.6,112.7,10.3,0.6,0.0,953.4,5.5,19.3,917.6,10.9
EAST UTTAR PRADESH,2009,0.0,1.1,0.8,0.6,22.8,29.9,149.4,177.0,139.6,80.9,4.9,3.0,610.2,1.1,24.2,496.0,88.9
EAST UTTAR PRADESH,2010,2.2,10.0,0.0,0.0,14.7,23.9,220.8,215.9,184.5,15.5,4.5,0.1,692.2,12.2,14.7,645.2,20.1
EAST UTTAR PRADESH,2011,1.0,2.7,1.6,2.9,32.2,163.8,197.9,232.1,146.4,0.6,0.0,0.0,781.2,3.7,36.7,740.2,0.6
EAST UTTAR PRADESH,2012,20.3,1.2,3.4,2.8,0.2,18.5,234.2,156.0,164.4,0.7,0.3,0.7,602.7,21.5,6.4,573.1,1.8
EAST UTTAR PRADESH,2013,6.1,59.6,2.7,8.7,1.1,309.7,230.0,246.1,78.2,97.4,0.5,1.1,1041.4,65.8,12.6,864.0,99.0
EAST UTTAR PRADESH,2014,47.4,25.8,15.4,1.7,10.7,47.8,224.5,138.1,106.7,74.7,0.0,8.4,701.2,73.3,27.7,517.1,83.1
EAST UTTAR PRADESH,2015,30.0,4.1,48.2,23.2,8.6,95.3,179.0,175.8,21.9,11.8,0.5,4.9,603.3,34.1,80.0,472.0,17.2
